house,appliance_label,appliance_type,product_category,refit_column,current_avg_kwh_day,current_annual_kwh_est,current_cost_month_aud,current_cost_year_aud,recommended_store,recommended_product,recommended_brand,recommended_price_aud,recommended_annual_kwh,recommended_cost_month_aud,estimated_energy_saving_kwh_year,estimated_monthly_saving_aud,estimated_annual_saving_aud,payback_months,saving_score,energy_efficiency_score,affordability_score,payback_score,product_match_score,energy_rating,option_type,suitability_note,replacement_priority,product_recommendation,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,balanced_intelligent_score,budget_user_score,eco_user_score,fast_payback_score,explainable_product_reason
9,Washer Dryer,Washer Dryer,washing machine,Appliance2,12.82796,4682.2,115.45,1404.66,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,4607.2,113.58,1362.92,0.21,0.9838,0.984,0.9124,0.9913,0.9743,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Washer Dryer. Estimated saving: $113.58/month with about 4607.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,100.0,554.9,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Washer Dryer is classified as Needs attention. It is 554.9% above the REFIT similar-appliance average, with 1310 detected events and 25.6% peak-hour activity.",0.6373,0.7709,0.5302,0.7637,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
9,Washer Dryer,Washer Dryer,washing machine,Appliance2,12.82796,4682.2,115.45,1404.66,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,4612.2,113.7,1364.42,0.26,0.9848,0.985,0.8961,0.9895,0.9723,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Washer Dryer. Estimated saving: $113.70/month with about 4612.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,100.0,554.9,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Washer Dryer is classified as Needs attention. It is 554.9% above the REFIT similar-appliance average, with 1310 detected events and 25.6% peak-hour activity.",0.634,0.7631,0.5303,0.7604,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
9,Washer Dryer,Washer Dryer,washing machine,Appliance2,12.82796,4682.2,115.45,1404.66,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,4502.2,110.95,1331.42,0.26,0.961,0.9616,0.8961,0.9892,0.9557,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,high,Consider Laundry Smart Timer Plug from Big W for Washer Dryer. Estimated saving: $110.95/month with about 4502.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,100.0,554.9,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Washer Dryer is classified as Needs attention. It is 554.9% above the REFIT similar-appliance average, with 1310 detected events and 25.6% peak-hour activity.",0.629,0.7604,0.5236,0.7572,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
9,Washer Dryer,Washer Dryer,washing machine,Appliance2,12.82796,4682.2,115.45,1404.66,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,4537.2,111.83,1341.92,7.14,0.9686,0.969,0.2383,0.7706,0.8295,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Washer Dryer. Estimated saving: $111.83/month with about 4537.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,100.0,554.9,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Washer Dryer is classified as Needs attention. It is 554.9% above the REFIT similar-appliance average, with 1310 detected events and 25.6% peak-hour activity.",0.4663,0.4106,0.5039,0.5503,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
9,Washer Dryer,Washer Dryer,washing machine,Appliance2,12.82796,4682.2,115.45,1404.66,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,4547.2,112.08,1344.92,7.58,0.9708,0.9712,0.2275,0.7601,0.8278,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Washer Dryer. Estimated saving: $112.08/month with about 4547.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,100.0,554.9,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Washer Dryer is classified as Needs attention. It is 554.9% above the REFIT similar-appliance average, with 1310 detected events and 25.6% peak-hour activity.",0.4629,0.4033,0.5034,0.5436,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
9,Washing Machine,Washing Machine,washing machine,Appliance3,1.10281,402.53,9.93,120.76,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,322.53,7.93,95.1,2.4,0.7985,0.8013,0.9294,0.9092,0.8356,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Washing Machine. Estimated saving: $7.93/month with about 322.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",0.3798,0.6533,0.1754,0.6031,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
9,Washing Machine,Washing Machine,washing machine,Appliance3,1.10281,402.53,9.93,120.76,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,327.53,8.05,96.6,2.98,0.8111,0.8137,0.9124,0.8895,0.8388,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Washing Machine. Estimated saving: $8.05/month with about 327.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",0.3737,0.6409,0.1737,0.5909,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
9,Washing Machine,Washing Machine,washing machine,Appliance3,1.10281,402.53,9.93,120.76,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,332.53,8.18,98.1,3.55,0.8237,0.8261,0.8961,0.8712,0.8424,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Washing Machine. Estimated saving: $8.18/month with about 332.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",0.3679,0.6291,0.1722,0.5794,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
9,Washing Machine,Washing Machine,washing machine,Appliance3,1.10281,402.53,9.93,120.76,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,222.53,5.43,65.1,5.35,0.5466,0.5528,0.8961,0.8178,0.6416,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,high,Consider Laundry Smart Timer Plug from Big W for Washing Machine. Estimated saving: $5.43/month with about 222.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",0.355,0.613,0.1601,0.5496,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
9,Washing Machine,Washing Machine,washing machine,Appliance3,1.10281,402.53,9.93,120.76,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,257.53,6.3,75.6,126.82,0.6348,0.6398,0.2383,0.1591,0.5055,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Washing Machine. Estimated saving: $6.30/month with about 257.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",0.1262,0.1533,0.0964,0.1226,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
9,Washing Machine,Washing Machine,washing machine,Appliance3,1.10281,402.53,9.93,120.76,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,267.53,6.55,78.6,129.61,0.66,0.6646,0.2275,0.1562,0.5209,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Washing Machine. Estimated saving: $6.55/month with about 267.5 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,43.2,-43.7,Average,"peak-hour usage, frequent usage","Washing Machine is classified as Average. It is 43.7% below the REFIT similar-appliance average, with 6859 detected events and 25.1% peak-hour activity.",0.1241,0.1479,0.0967,0.1198,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
10,Chest Freezer Garage,Chest Freezer Garage,freezer,Appliance3,1.95249,712.66,17.57,213.8,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,632.66,15.57,186.87,1.22,0.8862,0.8877,0.9294,0.9516,0.9029,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Chest Freezer Garage. Estimated saving: $15.57/month with about 632.7 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",0.4415,0.6715,0.2606,0.6332,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Chest Freezer Garage,Chest Freezer Garage,freezer,Appliance3,1.95249,712.66,17.57,213.8,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,637.66,15.7,188.37,1.53,0.8933,0.8948,0.9124,0.9401,0.9036,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Chest Freezer Garage. Estimated saving: $15.70/month with about 637.7 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",0.4366,0.6612,0.2598,0.625,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Chest Freezer Garage,Chest Freezer Garage,freezer,Appliance3,1.95249,712.66,17.57,213.8,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,642.66,15.82,189.87,1.83,0.9004,0.9018,0.8961,0.929,0.9045,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Chest Freezer Garage. Estimated saving: $15.82/month with about 642.7 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",0.4319,0.6512,0.259,0.6173,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Chest Freezer Garage,Chest Freezer Garage,freezer,Appliance3,1.95249,712.66,17.57,213.8,Kmart,Freezer Timer Reminder Plug,Generic,19.0,300.0,7.5,412.66,10.07,120.87,1.89,0.5732,0.579,0.9294,0.9271,0.6815,Control,Cheapest,"Useful for monitoring, not replacing cold storage.",high,Consider Freezer Timer Reminder Plug from Kmart for Chest Freezer Garage. Estimated saving: $10.07/month with about 412.7 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",0.4279,0.66,0.2447,0.6146,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Chest Freezer Garage,Chest Freezer Garage,freezer,Appliance3,1.95249,712.66,17.57,213.8,Harvey Norman,Low Energy Chest Freezer,Haier,499.0,210.0,5.25,502.66,12.32,147.87,40.5,0.7012,0.7053,0.3338,0.3721,0.598,Premium,Energy Wise,Chest freezer style can reduce energy loss.,high,Consider Low Energy Chest Freezer from Harvey Norman for Chest Freezer Garage. Estimated saving: $12.32/month with about 502.7 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",0.2296,0.2554,0.1947,0.2504,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Chest Freezer Garage,Chest Freezer Garage,freezer,Appliance3,1.95249,712.66,17.57,213.8,The Good Guys,Efficient Upright Freezer,Westinghouse,849.0,250.0,6.25,462.66,11.32,135.87,74.98,0.6443,0.6492,0.2275,0.2425,0.523,High,Best Value,Good for high continuous freezer loads.,high,Consider Efficient Upright Freezer from The Good Guys for Chest Freezer Garage. Estimated saving: $11.32/month with about 462.7 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,84.6,90.3,Needs attention,"above similar-house benchmark, frequent usage, higher monthly cost","Chest Freezer Garage is classified as Needs attention. It is 90.3% above the REFIT similar-appliance average, with 5417 detected events and 24.1% peak-hour activity.",0.1871,0.1742,0.1793,0.1685,"Matched because this appliance is needs attention, above similar-house benchmark, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Dishwasher,Dishwasher,washing machine,Appliance6,4.57037,1668.19,41.13,500.46,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,1588.19,39.13,469.6,0.49,0.9514,0.952,0.9294,0.9802,0.9526,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Dishwasher. Estimated saving: $39.13/month with about 1588.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",0.4958,0.702,0.3327,0.6746,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Dishwasher,Dishwasher,washing machine,Appliance6,4.57037,1668.19,41.13,500.46,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,1593.19,39.26,471.1,0.61,0.9544,0.955,0.9124,0.9752,0.9514,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Dishwasher. Estimated saving: $39.26/month with about 1593.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",0.4919,0.6933,0.3326,0.6698,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Dishwasher,Dishwasher,washing machine,Appliance6,4.57037,1668.19,41.13,500.46,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1598.19,39.38,472.6,0.74,0.9575,0.958,0.8961,0.9702,0.9503,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Dishwasher. Estimated saving: $39.38/month with about 1598.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",0.4881,0.6847,0.3324,0.6649,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Dishwasher,Dishwasher,washing machine,Appliance6,4.57037,1668.19,41.13,500.46,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,1488.19,36.63,439.6,0.79,0.8906,0.8921,0.8961,0.9681,0.9035,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,high,Consider Laundry Smart Timer Plug from Big W for Dishwasher. Estimated saving: $36.63/month with about 1488.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",0.4829,0.6815,0.3254,0.6608,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Dishwasher,Dishwasher,washing machine,Appliance6,4.57037,1668.19,41.13,500.46,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,1523.19,37.51,450.1,21.3,0.9119,0.9131,0.2383,0.5298,0.7539,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Dishwasher. Estimated saving: $37.51/month with about 1523.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",0.2871,0.2768,0.2837,0.344,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Dishwasher,Dishwasher,washing machine,Appliance6,4.57037,1668.19,41.13,500.46,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,1533.19,37.76,453.1,22.49,0.9179,0.9191,0.2275,0.5163,0.7545,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Dishwasher. Estimated saving: $37.76/month with about 1533.2 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,91.9,133.3,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Dishwasher is classified as Needs attention. It is 133.3% above the REFIT similar-appliance average, with 2948 detected events and 37.2% peak-hour activity.",0.2834,0.2688,0.283,0.3359,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Freezer,Freezer,freezer,Appliance2,3.81854,1393.77,34.37,418.13,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,1313.77,32.37,388.4,0.59,0.9418,0.9426,0.9294,0.9761,0.9453,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Freezer. Estimated saving: $32.37/month with about 1313.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",0.491,0.6943,0.3277,0.6648,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Freezer,Freezer,freezer,Appliance2,3.81854,1393.77,34.37,418.13,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,1318.77,32.49,389.9,0.74,0.9454,0.9462,0.9124,0.9701,0.9444,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Freezer. Estimated saving: $32.49/month with about 1318.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",0.487,0.6853,0.3275,0.6594,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Freezer,Freezer,freezer,Appliance2,3.81854,1393.77,34.37,418.13,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1323.77,32.62,391.4,0.89,0.9491,0.9498,0.8961,0.9643,0.9436,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Freezer. Estimated saving: $32.62/month with about 1323.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",0.4831,0.6766,0.3272,0.6542,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Freezer,Freezer,freezer,Appliance2,3.81854,1393.77,34.37,418.13,Kmart,Freezer Timer Reminder Plug,Generic,19.0,300.0,7.5,1093.77,26.87,322.4,0.71,0.7818,0.7848,0.9294,0.9714,0.8332,Control,Cheapest,"Useful for monitoring, not replacing cold storage.",high,Consider Freezer Timer Reminder Plug from Kmart for Freezer. Estimated saving: $26.87/month with about 1093.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",0.4804,0.6877,0.3138,0.6561,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Freezer,Freezer,freezer,Appliance2,3.81854,1393.77,34.37,418.13,Harvey Norman,Low Energy Chest Freezer,Haier,499.0,210.0,5.25,1183.77,29.12,349.4,17.14,0.8472,0.8493,0.3338,0.5834,0.7313,Premium,Energy Wise,Chest freezer style can reduce energy loss.,high,Consider Low Energy Chest Freezer from Harvey Norman for Freezer. Estimated saving: $29.12/month with about 1183.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",0.3072,0.3249,0.2805,0.3754,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Freezer,Freezer,freezer,Appliance2,3.81854,1393.77,34.37,418.13,The Good Guys,Efficient Upright Freezer,Westinghouse,849.0,250.0,6.25,1143.77,28.12,337.4,30.2,0.8181,0.8206,0.2275,0.4428,0.674,High,Best Value,Good for high continuous freezer loads.,high,Consider Efficient Upright Freezer from The Good Guys for Freezer. Estimated saving: $28.12/month with about 1143.8 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,100.0,272.1,Needs attention,"above similar-house benchmark, peak-hour usage, higher monthly cost","Freezer is classified as Needs attention. It is 272.1% above the REFIT similar-appliance average, with 485 detected events and 25.1% peak-hour activity.",0.263,0.2409,0.264,0.288,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Fridge-Freezer,Fridge-Freezer,fridge,Appliance4,2.1592,788.11,19.43,236.43,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,708.11,17.43,209.19,1.09,0.8971,0.8985,0.9294,0.9566,0.9113,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Fridge-Freezer. Estimated saving: $17.43/month with about 708.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",0.4565,0.6746,0.2821,0.6378,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Fridge-Freezer,Fridge-Freezer,fridge,Appliance4,2.1592,788.11,19.43,236.43,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,713.11,17.56,210.69,1.37,0.9035,0.9048,0.9124,0.9461,0.9116,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Fridge-Freezer. Estimated saving: $17.56/month with about 713.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",0.4518,0.6645,0.2813,0.6301,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
10,Fridge-Freezer,Fridge-Freezer,fridge,Appliance4,2.1592,788.11,19.43,236.43,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,718.11,17.68,212.19,1.64,0.9099,0.9112,0.8961,0.936,0.9121,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Fridge-Freezer. Estimated saving: $17.68/month with about 718.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,95.5,161.8,Needs attention,"above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost","Fridge-Freezer is classified as Needs attention. It is 161.8% above the REFIT similar-appliance average, with 1960 detected events and 25.7% peak-hour activity.",0.4472,0.6547,0.2807,0.6229,"Matched because this appliance is needs attention, above similar-house benchmark, peak-hour usage, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
